id_ccaa;nombre_ccaa;abrev_ccaa;ccaa;anio;ind_fec
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;1993;1,26
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;1994;1,19
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;1995;1,16
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;1996;1,14
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;1997;1,14
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;1998;1,13
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;1999;1,17
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;2000;1,22
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;2001;1,26
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;2002;1,29
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;2003;1,34
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;2004;1,35
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;2005;1,36
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;2006;1,4
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;2007;1,41
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;2008;1,47
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;2009;1,36
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;2010;1,37
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;2011;1,32
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;2012;1,31
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;2013;1,26
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;2014;1,31
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;2015;1,32
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;2016;1,32
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;2017;1,31
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;2018;1,26
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;2019;1,25
10;Comunitat Valenciana;Com. Valenciana;10 Comunitat Valenciana;2020;1,2
11;Extremadura;Extremadura;11 Extremadura;1975;2,41
11;Extremadura;Extremadura;11 Extremadura;1976;2,43
11;Extremadura;Extremadura;11 Extremadura;1977;2,36
11;Extremadura;Extremadura;11 Extremadura;1978;2,41
11;Extremadura;Extremadura;11 Extremadura;1979;2,41
11;Extremadura;Extremadura;11 Extremadura;1980;2,48
11;Extremadura;Extremadura;11 Extremadura;1981;2,38
11;Extremadura;Extremadura;11 Extremadura;1982;2,36
11;Extremadura;Extremadura;11 Extremadura;1983;2,2
11;Extremadura;Extremadura;11 Extremadura;1984;2,07
11;Extremadura;Extremadura;11 Extremadura;1985;1,95
11;Extremadura;Extremadura;11 Extremadura;1986;1,9
11;Extremadura;Extremadura;11 Extremadura;1987;1,86
11;Extremadura;Extremadura;11 Extremadura;1988;1,79
11;Extremadura;Extremadura;11 Extremadura;1989;1,7
11;Extremadura;Extremadura;11 Extremadura;1990;1,63
11;Extremadura;Extremadura;11 Extremadura;1991;1,6
11;Extremadura;Extremadura;11 Extremadura;1992;1,56
11;Extremadura;Extremadura;11 Extremadura;1993;1,47
11;Extremadura;Extremadura;11 Extremadura;1994;1,4
11;Extremadura;Extremadura;11 Extremadura;1995;1,34
11;Extremadura;Extremadura;11 Extremadura;1996;1,31
11;Extremadura;Extremadura;11 Extremadura;1997;1,28
11;Extremadura;Extremadura;11 Extremadura;1998;1,25
11;Extremadura;Extremadura;11 Extremadura;1999;1,26
11;Extremadura;Extremadura;11 Extremadura;2000;1,28
11;Extremadura;Extremadura;11 Extremadura;2001;1,26
11;Extremadura;Extremadura;11 Extremadura;2002;1,26
11;Extremadura;Extremadura;11 Extremadura;2003;1,29
11;Extremadura;Extremadura;11 Extremadura;2004;1,28
11;Extremadura;Extremadura;11 Extremadura;2005;1,3
11;Extremadura;Extremadura;11 Extremadura;2006;1,31
11;Extremadura;Extremadura;11 Extremadura;2007;1,3
11;Extremadura;Extremadura;11 Extremadura;2008;1,4
11;Extremadura;Extremadura;11 Extremadura;2009;1,35
11;Extremadura;Extremadura;11 Extremadura;2010;1,34
11;Extremadura;Extremadura;11 Extremadura;2011;1,32
11;Extremadura;Extremadura;11 Extremadura;2012;1,27
11;Extremadura;Extremadura;11 Extremadura;2013;1,22
11;Extremadura;Extremadura;11 Extremadura;2014;1,29
11;Extremadura;Extremadura;11 Extremadura;2015;1,28
11;Extremadura;Extremadura;11 Extremadura;2016;1,3
11;Extremadura;Extremadura;11 Extremadura;2017;1,29
11;Extremadura;Extremadura;11 Extremadura;2018;1,22
11;Extremadura;Extremadura;11 Extremadura;2019;1,22
11;Extremadura;Extremadura;11 Extremadura;2020;1,19
12;Galicia;Galicia;12 Galicia;1975;2,33
12;Galicia;Galicia;12 Galicia;1976;2,38
12;Galicia;Galicia;12 Galicia;1977;2,32
12;Galicia;Galicia;12 Galicia;1978;2,32
12;Galicia;Galicia;12 Galicia;1979;2,17
12;Galicia;Galicia;12 Galicia;1980;2,06
12;Galicia;Galicia;12 Galicia;1981;1,91
12;Galicia;Galicia;12 Galicia;1982;1,79
12;Galicia;Galicia;12 Galicia;1983;1,67
12;Galicia;Galicia;12 Galicia;1984;1,59
12;Galicia;Galicia;12 Galicia;1985;1,48
12;Galicia;Galicia;12 Galicia;1986;1,36
12;Galicia;Galicia;12 Galicia;1987;1,34
12;Galicia;Galicia;12 Galicia;1988;1,27
12;Galicia;Galicia;12 Galicia;1989;1,22
12;Galicia;Galicia;12 Galicia;1990;1,17
12;Galicia;Galicia;12 Galicia;1991;1,14
12;Galicia;Galicia;12 Galicia;1992;1,11
12;Galicia;Galicia;12 Galicia;1993;1,08
12;Galicia;Galicia;12 Galicia;1994;1
12;Galicia;Galicia;12 Galicia;1995;0,94
12;Galicia;Galicia;12 Galicia;1996;0,93
12;Galicia;Galicia;12 Galicia;1997;0,93
12;Galicia;Galicia;12 Galicia;1998;0,92
12;Galicia;Galicia;12 Galicia;1999;0,93
12;Galicia;Galicia;12 Galicia;2000;0,96
12;Galicia;Galicia;12 Galicia;2001;0,95
12;Galicia;Galicia;12 Galicia;2002;0,95
12;Galicia;Galicia;12 Galicia;2003;1
12;Galicia;Galicia;12 Galicia;2004;1
12;Galicia;Galicia;12 Galicia;2005;1,02
12;Galicia;Galicia;12 Galicia;2006;1,04
12;Galicia;Galicia;12 Galicia;2007;1,06
12;Galicia;Galicia;12 Galicia;2008;1,13
12;Galicia;Galicia;12 Galicia;2009;1,1
12;Galicia;Galicia;12 Galicia;2010;1,09
12;Galicia;Galicia;12 Galicia;2011;1,08
12;Galicia;Galicia;12 Galicia;2012;1,08
12;Galicia;Galicia;12 Galicia;2013;1,04
12;Galicia;Galicia;12 Galicia;2014;1,07
12;Galicia;Galicia;12 Galicia;2015;1,1
12;Galicia;Galicia;12 Galicia;2016;1,12
12;Galicia;Galicia;12 Galicia;2017;1,12
12;Galicia;Galicia;12 Galicia;2018;1,05
12;Galicia;Galicia;12 Galicia;2019;1,02
12;Galicia;Galicia;12 Galicia;2020;1,02
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1975;2,91
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1976;2,93
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1977;2,73
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1978;2,55
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1979;2,34
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1980;2,1
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1981;1,95
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1982;1,83
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1983;1,68
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1984;1,63
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1985;1,54
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1986;1,46
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1987;1,41
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1988;1,34
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1989;1,31
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1990;1,27
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1991;1,24
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1992;1,25
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1993;1,2
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1994;1,13
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1995;1,09
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1996;1,08
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1997;1,09
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1998;1,07
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;1999;1,12
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;2000;1,21
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;2001;1,26
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;2002;1,28
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;2003;1,32
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;2004;1,34
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;2005;1,32
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;2006;1,36
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;2007;1,4
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;2008;1,45
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;2009;1,4
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;2010;1,37
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;2011;1,35
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;2012;1,33
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;2013;1,3
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;2014;1,35
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;2015;1,37
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;2016;1,36
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;2017;1,33
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;2018;1,27
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;2019;1,23
13;Madrid, Comunidad de;Com. Madrid;13 Madrid, Comunidad de;2020;1,15
14;Murcia, Región de;Murcia;14 Murcia, Región de;1975;3,21
14;Murcia, Región de;Murcia;14 Murcia, Región de;1976;3,36
14;Murcia, Región de;Murcia;14 Murcia, Región de;1977;3,22
14;Murcia, Región de;Murcia;14 Murcia, Región de;1978;3,13
14;Murcia, Región de;Murcia;14 Murcia, Región de;1979;3,04
14;Murcia, Región de;Murcia;14 Murcia, Región de;1980;2,89
14;Murcia, Región de;Murcia;14 Murcia, Región de;1981;2,6
14;Murcia, Región de;Murcia;14 Murcia, Región de;1982;2,51
14;Murcia, Región de;Murcia;14 Murcia, Región de;1983;2,26
14;Murcia, Región de;Murcia;14 Murcia, Región de;1984;2,13
14;Murcia, Región de;Murcia;14 Murcia, Región de;1985;2,03
14;Murcia, Región de;Murcia;14 Murcia, Región de;1986;1,9
14;Murcia, Región de;Murcia;14 Murcia, Región de;1987;1,86
14;Murcia, Región de;Murcia;14 Murcia, Región de;1988;1,81
14;Murcia, Región de;Murcia;14 Murcia, Región de;1989;1,78
14;Murcia, Región de;Murcia;14 Murcia, Región de;1990;1,73
14;Murcia, Región de;Murcia;14 Murcia, Región de;1991;1,68
14;Murcia, Región de;Murcia;14 Murcia, Región de;1992;1,63
14;Murcia, Región de;Murcia;14 Murcia, Región de;1993;1,55
14;Murcia, Región de;Murcia;14 Murcia, Región de;1994;1,42
14;Murcia, Región de;Murcia;14 Murcia, Región de;1995;1,39
14;Murcia, Región de;Murcia;14 Murcia, Región de;1996;1,37
14;Murcia, Región de;Murcia;14 Murcia, Región de;1997;1,38
14;Murcia, Región de;Murcia;14 Murcia, Región de;1998;1,34
14;Murcia, Región de;Murcia;14 Murcia, Región de;1999;1,35
14;Murcia, Región de;Murcia;14 Murcia, Región de;2000;1,44
14;Murcia, Región de;Murcia;14 Murcia, Región de;2001;1,5
14;Murcia, Región de;Murcia;14 Murcia, Región de;2002;1,51
14;Murcia, Región de;Murcia;14 Murcia, Región de;2003;1,57
14;Murcia, Región de;Murcia;14 Murcia, Región de;2004;1,56
14;Murcia, Región de;Murcia;14 Murcia, Región de;2005;1,58
14;Murcia, Región de;Murcia;14 Murcia, Región de;2006;1,63
14;Murcia, Región de;Murcia;14 Murcia, Región de;2007;1,64
14;Murcia, Región de;Murcia;14 Murcia, Región de;2008;1,69
14;Murcia, Región de;Murcia;14 Murcia, Región de;2009;1,62
14;Murcia, Región de;Murcia;14 Murcia, Región de;2010;1,59
14;Murcia, Región de;Murcia;14 Murcia, Región de;2011;1,56
14;Murcia, Región de;Murcia;14 Murcia, Región de;2012;1,53
14;Murcia, Región de;Murcia;14 Murcia, Región de;2013;1,51
14;Murcia, Región de;Murcia;14 Murcia, Región de;2014;1,56
14;Murcia, Región de;Murcia;14 Murcia, Región de;2015;1,57
14;Murcia, Región de;Murcia;14 Murcia, Región de;2016;1,56
14;Murcia, Región de;Murcia;14 Murcia, Región de;2017;1,55
14;Murcia, Región de;Murcia;14 Murcia, Región de;2018;1,54
14;Murcia, Región de;Murcia;14 Murcia, Región de;2019;1,5
14;Murcia, Región de;Murcia;14 Murcia, Región de;2020;1,45
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1975;2,63
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1976;2,59
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1977;2,47
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1978;2,3
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1979;2,13
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1980;2
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1981;1,88
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1982;1,73
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1983;1,61
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1984;1,54
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1985;1,42
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1986;1,37
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1987;1,26
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1988;1,28
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1989;1,25
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1990;1,23
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1991;1,22
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1992;1,14
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1993;1,16
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1994;1,13
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1995;1,11
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1996;1,15
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1997;1,17
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1998;1,15
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;1999;1,18
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;2000;1,2
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;2001;1,3
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;2002;1,3
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;2003;1,37
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;2004;1,38
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;2005;1,33
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;2006;1,42
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;2007;1,41
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;2008;1,49
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;2009;1,44
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;2010;1,44
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;2011;1,43
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;2012;1,46
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;2013;1,36
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;2014;1,44
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;2015;1,45
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;2016;1,46
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;2017;1,46
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;2018;1,39
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;2019;1,4
15;Navarra, Comunidad Foral de;Navarra;15 Navarra, Comunidad Foral de;2020;1,33
16;País Vasco;País Vasco;16 País Vasco;1975;2,78
16;País Vasco;País Vasco;16 País Vasco;1976;2,84
16;País Vasco;País Vasco;16 País Vasco;1977;2,65
16;País Vasco;País Vasco;16 País Vasco;1978;2,39
16;País Vasco;País Vasco;16 País Vasco;1979;2,09
16;País Vasco;País Vasco;16 País Vasco;1980;1,86
16;País Vasco;País Vasco;16 País Vasco;1981;1,73
16;País Vasco;País Vasco;16 País Vasco;1982;1,62
16;País Vasco;País Vasco;16 País Vasco;1983;1,5
16;País Vasco;País Vasco;16 País Vasco;1984;1,39
16;País Vasco;País Vasco;16 País Vasco;1985;1,29
16;País Vasco;País Vasco;16 País Vasco;1986;1,24
16;País Vasco;País Vasco;16 País Vasco;1987;1,14
16;País Vasco;País Vasco;16 País Vasco;1988;1,1
16;País Vasco;País Vasco;16 País Vasco;1989;1,03
16;País Vasco;País Vasco;16 País Vasco;1990;0,98
16;País Vasco;País Vasco;16 País Vasco;1991;0,97
16;País Vasco;País Vasco;16 País Vasco;1992;0,97
16;País Vasco;País Vasco;16 País Vasco;1993;0,94
16;País Vasco;País Vasco;16 País Vasco;1994;0,9
16;País Vasco;País Vasco;16 País Vasco;1995;0,9
16;País Vasco;País Vasco;16 País Vasco;1996;0,94
16;País Vasco;País Vasco;16 País Vasco;1997;0,96
16;País Vasco;País Vasco;16 País Vasco;1998;0,95
16;País Vasco;País Vasco;16 País Vasco;1999;0,99
16;País Vasco;País Vasco;16 País Vasco;2000;1,03
16;País Vasco;País Vasco;16 País Vasco;2001;1,05
16;País Vasco;País Vasco;16 País Vasco;2002;1,09
16;País Vasco;País Vasco;16 País Vasco;2003;1,16
16;País Vasco;País Vasco;16 País Vasco;2004;1,18
16;País Vasco;País Vasco;16 País Vasco;2005;1,18
16;País Vasco;País Vasco;16 País Vasco;2006;1,21
16;País Vasco;País Vasco;16 País Vasco;2007;1,25
16;País Vasco;País Vasco;16 País Vasco;2008;1,3
16;País Vasco;País Vasco;16 País Vasco;2009;1,29
16;País Vasco;País Vasco;16 País Vasco;2010;1,33
16;País Vasco;País Vasco;16 País Vasco;2011;1,35
16;País Vasco;País Vasco;16 País Vasco;2012;1,35
16;País Vasco;País Vasco;16 País Vasco;2013;1,3
16;País Vasco;País Vasco;16 País Vasco;2014;1,38
16;País Vasco;País Vasco;16 País Vasco;2015;1,39
16;País Vasco;País Vasco;16 País Vasco;2016;1,39
16;País Vasco;País Vasco;16 País Vasco;2017;1,35
16;País Vasco;País Vasco;16 País Vasco;2018;1,31
16;País Vasco;País Vasco;16 País Vasco;2019;1,28
16;País Vasco;País Vasco;16 País Vasco;2020;1,25
17;Rioja, La;La Rioja;17 Rioja, La;1975;2,39
17;Rioja, La;La Rioja;17 Rioja, La;1976;2,61
17;Rioja, La;La Rioja;17 Rioja, La;1977;2,29
17;Rioja, La;La Rioja;17 Rioja, La;1978;2,31
17;Rioja, La;La Rioja;17 Rioja, La;1979;2,18
17;Rioja, La;La Rioja;17 Rioja, La;1980;2,06
17;Rioja, La;La Rioja;17 Rioja, La;1981;1,85
17;Rioja, La;La Rioja;17 Rioja, La;1982;1,8
17;Rioja, La;La Rioja;17 Rioja, La;1983;1,65
17;Rioja, La;La Rioja;17 Rioja, La;1984;1,55
17;Rioja, La;La Rioja;17 Rioja, La;1985;1,49
17;Rioja, La;La Rioja;17 Rioja, La;1986;1,32
17;Rioja, La;La Rioja;17 Rioja, La;1987;1,32
17;Rioja, La;La Rioja;17 Rioja, La;1988;1,3
17;Rioja, La;La Rioja;17 Rioja, La;1989;1,25
17;Rioja, La;La Rioja;17 Rioja, La;1990;1,2
17;Rioja, La;La Rioja;17 Rioja, La;1991;1,14
17;Rioja, La;La Rioja;17 Rioja, La;1992;1,1
17;Rioja, La;La Rioja;17 Rioja, La;1993;1,08
17;Rioja, La;La Rioja;17 Rioja, La;1994;1,08
17;Rioja, La;La Rioja;17 Rioja, La;1995;1,02
17;Rioja, La;La Rioja;17 Rioja, La;1996;1,03
17;Rioja, La;La Rioja;17 Rioja, La;1997;1,06
17;Rioja, La;La Rioja;17 Rioja, La;1998;1,06
17;Rioja, La;La Rioja;17 Rioja, La;1999;1,09
17;Rioja, La;La Rioja;17 Rioja, La;2000;1,12
17;Rioja, La;La Rioja;17 Rioja, La;2001;1,15
17;Rioja, La;La Rioja;17 Rioja, La;2002;1,2
17;Rioja, La;La Rioja;17 Rioja, La;2003;1,31
17;Rioja, La;La Rioja;17 Rioja, La;2004;1,3
17;Rioja, La;La Rioja;17 Rioja, La;2005;1,33
17;Rioja, La;La Rioja;17 Rioja, La;2006;1,33
17;Rioja, La;La Rioja;17 Rioja, La;2007;1,41
17;Rioja, La;La Rioja;17 Rioja, La;2008;1,49
17;Rioja, La;La Rioja;17 Rioja, La;2009;1,41
17;Rioja, La;La Rioja;17 Rioja, La;2010;1,44
17;Rioja, La;La Rioja;17 Rioja, La;2011;1,37
17;Rioja, La;La Rioja;17 Rioja, La;2012;1,41
17;Rioja, La;La Rioja;17 Rioja, La;2013;1,33
17;Rioja, La;La Rioja;17 Rioja, La;2014;1,35
17;Rioja, La;La Rioja;17 Rioja, La;2015;1,34
17;Rioja, La;La Rioja;17 Rioja, La;2016;1,36
17;Rioja, La;La Rioja;17 Rioja, La;2017;1,35
17;Rioja, La;La Rioja;17 Rioja, La;2018;1,25
17;Rioja, La;La Rioja;17 Rioja, La;2019;1,32
17;Rioja, La;La Rioja;17 Rioja, La;2020;1,29
18;Ceuta;Ceuta;18 Ceuta;1975;3,06
18;Ceuta;Ceuta;18 Ceuta;1976;2,95
18;Ceuta;Ceuta;18 Ceuta;1977;2,77
18;Ceuta;Ceuta;18 Ceuta;1978;2,81
18;Ceuta;Ceuta;18 Ceuta;1979;2,62
18;Ceuta;Ceuta;18 Ceuta;1980;2,51
18;Ceuta;Ceuta;18 Ceuta;1981;2,48
18;Ceuta;Ceuta;18 Ceuta;1982;2,27
18;Ceuta;Ceuta;18 Ceuta;1983;2,21
18;Ceuta;Ceuta;18 Ceuta;1984;2,04
18;Ceuta;Ceuta;18 Ceuta;1985;2,16
18;Ceuta;Ceuta;18 Ceuta;1986;1,96
18;Ceuta;Ceuta;18 Ceuta;1987;1,99
18;Ceuta;Ceuta;18 Ceuta;1988;2,08
18;Ceuta;Ceuta;18 Ceuta;1989;1,9
18;Ceuta;Ceuta;18 Ceuta;1990;1,75
18;Ceuta;Ceuta;18 Ceuta;1991;1,84
18;Ceuta;Ceuta;18 Ceuta;1992;1,88
18;Ceuta;Ceuta;18 Ceuta;1993;1,93
18;Ceuta;Ceuta;18 Ceuta;1994;1,72
18;Ceuta;Ceuta;18 Ceuta;1995;1,81
18;Ceuta;Ceuta;18 Ceuta;1996;1,63
18;Ceuta;Ceuta;18 Ceuta;1997;1,74
18;Ceuta;Ceuta;18 Ceuta;1998;1,66
18;Ceuta;Ceuta;18 Ceuta;1999;1,73
18;Ceuta;Ceuta;18 Ceuta;2000;1,68
18;Ceuta;Ceuta;18 Ceuta;2001;1,66
18;Ceuta;Ceuta;18 Ceuta;2002;1,77
18;Ceuta;Ceuta;18 Ceuta;2003;1,76
18;Ceuta;Ceuta;18 Ceuta;2004;1,87
18;Ceuta;Ceuta;18 Ceuta;2005;1,88
18;Ceuta;Ceuta;18 Ceuta;2006;1,82
18;Ceuta;Ceuta;18 Ceuta;2007;1,99
18;Ceuta;Ceuta;18 Ceuta;2008;2,04
18;Ceuta;Ceuta;18 Ceuta;2009;1,98
18;Ceuta;Ceuta;18 Ceuta;2010;1,99
18;Ceuta;Ceuta;18 Ceuta;2011;1,9
18;Ceuta;Ceuta;18 Ceuta;2012;1,84
18;Ceuta;Ceuta;18 Ceuta;2013;1,79
18;Ceuta;Ceuta;18 Ceuta;2014;2
18;Ceuta;Ceuta;18 Ceuta;2015;1,86
18;Ceuta;Ceuta;18 Ceuta;2016;1,82
18;Ceuta;Ceuta;18 Ceuta;2017;1,81
18;Ceuta;Ceuta;18 Ceuta;2018;1,7
18;Ceuta;Ceuta;18 Ceuta;2019;1,5
18;Ceuta;Ceuta;18 Ceuta;2020;1,51
19;Melilla;Melilla;19 Melilla;1975;1,94
19;Melilla;Melilla;19 Melilla;1976;2,23
19;Melilla;Melilla;19 Melilla;1977;2,24
19;Melilla;Melilla;19 Melilla;1978;2,16
19;Melilla;Melilla;19 Melilla;1979;2,09
19;Melilla;Melilla;19 Melilla;1980;2,28
19;Melilla;Melilla;19 Melilla;1981;2,14
19;Melilla;Melilla;19 Melilla;1982;2,32
19;Melilla;Melilla;19 Melilla;1983;2,29
19;Melilla;Melilla;19 Melilla;1984;2,17
19;Melilla;Melilla;19 Melilla;1985;2,23
19;Melilla;Melilla;19 Melilla;1986;2,16
19;Melilla;Melilla;19 Melilla;1987;2,11
19;Melilla;Melilla;19 Melilla;1988;2,24
19;Melilla;Melilla;19 Melilla;1989;2,1
19;Melilla;Melilla;19 Melilla;1990;2,13
19;Melilla;Melilla;19 Melilla;1991;2,1
19;Melilla;Melilla;19 Melilla;1992;2,34
19;Melilla;Melilla;19 Melilla;1993;2,27
