id_prov;nombre_prov;abrev_prov;provincia;anio;ind_fec
10;Cáceres;Cáceres;10 Cáceres;1999;1,18
10;Cáceres;Cáceres;10 Cáceres;2000;1,25
10;Cáceres;Cáceres;10 Cáceres;2001;1,19
10;Cáceres;Cáceres;10 Cáceres;2002;1,2
10;Cáceres;Cáceres;10 Cáceres;2003;1,21
10;Cáceres;Cáceres;10 Cáceres;2004;1,25
10;Cáceres;Cáceres;10 Cáceres;2005;1,26
10;Cáceres;Cáceres;10 Cáceres;2006;1,24
10;Cáceres;Cáceres;10 Cáceres;2007;1,25
10;Cáceres;Cáceres;10 Cáceres;2008;1,31
10;Cáceres;Cáceres;10 Cáceres;2009;1,25
10;Cáceres;Cáceres;10 Cáceres;2010;1,25
10;Cáceres;Cáceres;10 Cáceres;2011;1,26
10;Cáceres;Cáceres;10 Cáceres;2012;1,13
10;Cáceres;Cáceres;10 Cáceres;2013;1,16
10;Cáceres;Cáceres;10 Cáceres;2014;1,21
10;Cáceres;Cáceres;10 Cáceres;2015;1,22
10;Cáceres;Cáceres;10 Cáceres;2016;1,24
10;Cáceres;Cáceres;10 Cáceres;2017;1,22
10;Cáceres;Cáceres;10 Cáceres;2018;1,18
10;Cáceres;Cáceres;10 Cáceres;2019;1,15
10;Cáceres;Cáceres;10 Cáceres;2020;1,14
11;Cádiz;Cádiz;11 Cádiz;1975;3,52
11;Cádiz;Cádiz;11 Cádiz;1976;3,54
11;Cádiz;Cádiz;11 Cádiz;1977;3,43
11;Cádiz;Cádiz;11 Cádiz;1978;3,3
11;Cádiz;Cádiz;11 Cádiz;1979;3,1
11;Cádiz;Cádiz;11 Cádiz;1980;2,98
11;Cádiz;Cádiz;11 Cádiz;1981;2,81
11;Cádiz;Cádiz;11 Cádiz;1982;2,67
11;Cádiz;Cádiz;11 Cádiz;1983;2,5
11;Cádiz;Cádiz;11 Cádiz;1984;2,35
11;Cádiz;Cádiz;11 Cádiz;1985;2,16
11;Cádiz;Cádiz;11 Cádiz;1986;2,06
11;Cádiz;Cádiz;11 Cádiz;1987;1,95
11;Cádiz;Cádiz;11 Cádiz;1988;1,87
11;Cádiz;Cádiz;11 Cádiz;1989;1,8
11;Cádiz;Cádiz;11 Cádiz;1990;1,74
11;Cádiz;Cádiz;11 Cádiz;1991;1,66
11;Cádiz;Cádiz;11 Cádiz;1992;1,58
11;Cádiz;Cádiz;11 Cádiz;1993;1,53
11;Cádiz;Cádiz;11 Cádiz;1994;1,42
11;Cádiz;Cádiz;11 Cádiz;1995;1,37
11;Cádiz;Cádiz;11 Cádiz;1996;1,31
11;Cádiz;Cádiz;11 Cádiz;1997;1,32
11;Cádiz;Cádiz;11 Cádiz;1998;1,28
11;Cádiz;Cádiz;11 Cádiz;1999;1,31
11;Cádiz;Cádiz;11 Cádiz;2000;1,35
11;Cádiz;Cádiz;11 Cádiz;2001;1,37
11;Cádiz;Cádiz;11 Cádiz;2002;1,37
11;Cádiz;Cádiz;11 Cádiz;2003;1,42
11;Cádiz;Cádiz;11 Cádiz;2004;1,47
11;Cádiz;Cádiz;11 Cádiz;2005;1,5
11;Cádiz;Cádiz;11 Cádiz;2006;1,52
11;Cádiz;Cádiz;11 Cádiz;2007;1,49
11;Cádiz;Cádiz;11 Cádiz;2008;1,49
11;Cádiz;Cádiz;11 Cádiz;2009;1,46
11;Cádiz;Cádiz;11 Cádiz;2010;1,45
11;Cádiz;Cádiz;11 Cádiz;2011;1,41
11;Cádiz;Cádiz;11 Cádiz;2012;1,39
11;Cádiz;Cádiz;11 Cádiz;2013;1,31
11;Cádiz;Cádiz;11 Cádiz;2014;1,36
11;Cádiz;Cádiz;11 Cádiz;2015;1,37
11;Cádiz;Cádiz;11 Cádiz;2016;1,41
11;Cádiz;Cádiz;11 Cádiz;2017;1,32
11;Cádiz;Cádiz;11 Cádiz;2018;1,29
11;Cádiz;Cádiz;11 Cádiz;2019;1,25
11;Cádiz;Cádiz;11 Cádiz;2020;1,19
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1975;2,63
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1976;2,74
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1977;2,64
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1978;2,6
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1979;2,49
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1980;2,28
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1981;2,09
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1982;1,95
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1983;1,78
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1984;1,71
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1985;1,59
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1986;1,51
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1987;1,52
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1988;1,41
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1989;1,37
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1990;1,34
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1991;1,32
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1992;1,29
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1993;1,27
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1994;1,2
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1995;1,2
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1996;1,17
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1997;1,18
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1998;1,17
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;1999;1,2
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;2000;1,22
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;2001;1,3
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;2002;1,36
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;2003;1,36
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;2004;1,34
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;2005;1,38
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;2006;1,49
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;2007;1,44
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;2008;1,54
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;2009;1,4
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;2010;1,38
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;2011;1,36
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;2012;1,33
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;2013;1,31
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;2014;1,36
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;2015;1,33
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;2016;1,4
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;2017;1,37
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;2018;1,34
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;2019;1,33
12;Castellón/Castelló;Castellón;12 Castellón/Castelló;2020;1,26
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1975;2,54
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1976;2,52
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1977;2,45
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1978;2,47
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1979;2,46
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1980;2,38
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1981;2,34
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1982;2,23
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1983;2,13
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1984;2,03
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1985;1,93
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1986;1,85
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1987;1,79
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1988;1,77
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1989;1,75
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1990;1,7
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1991;1,67
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1992;1,61
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1993;1,55
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1994;1,49
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1995;1,41
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1996;1,32
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1997;1,32
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1998;1,27
13;Ciudad Real;Ciudad Real;13 Ciudad Real;1999;1,27
13;Ciudad Real;Ciudad Real;13 Ciudad Real;2000;1,25
13;Ciudad Real;Ciudad Real;13 Ciudad Real;2001;1,26
13;Ciudad Real;Ciudad Real;13 Ciudad Real;2002;1,24
13;Ciudad Real;Ciudad Real;13 Ciudad Real;2003;1,28
13;Ciudad Real;Ciudad Real;13 Ciudad Real;2004;1,33
13;Ciudad Real;Ciudad Real;13 Ciudad Real;2005;1,35
13;Ciudad Real;Ciudad Real;13 Ciudad Real;2006;1,4
13;Ciudad Real;Ciudad Real;13 Ciudad Real;2007;1,37
13;Ciudad Real;Ciudad Real;13 Ciudad Real;2008;1,5
13;Ciudad Real;Ciudad Real;13 Ciudad Real;2009;1,41
13;Ciudad Real;Ciudad Real;13 Ciudad Real;2010;1,39
13;Ciudad Real;Ciudad Real;13 Ciudad Real;2011;1,37
13;Ciudad Real;Ciudad Real;13 Ciudad Real;2012;1,35
13;Ciudad Real;Ciudad Real;13 Ciudad Real;2013;1,29
13;Ciudad Real;Ciudad Real;13 Ciudad Real;2014;1,23
13;Ciudad Real;Ciudad Real;13 Ciudad Real;2015;1,3
13;Ciudad Real;Ciudad Real;13 Ciudad Real;2016;1,32
13;Ciudad Real;Ciudad Real;13 Ciudad Real;2017;1,29
13;Ciudad Real;Ciudad Real;13 Ciudad Real;2018;1,22
13;Ciudad Real;Ciudad Real;13 Ciudad Real;2019;1,22
13;Ciudad Real;Ciudad Real;13 Ciudad Real;2020;1,18
14;Córdoba;Córdoba;14 Córdoba;1975;2,82
14;Córdoba;Córdoba;14 Córdoba;1976;2,84
14;Córdoba;Córdoba;14 Córdoba;1977;2,77
14;Córdoba;Córdoba;14 Córdoba;1978;2,75
14;Córdoba;Córdoba;14 Córdoba;1979;2,66
14;Córdoba;Córdoba;14 Córdoba;1980;2,59
14;Córdoba;Córdoba;14 Córdoba;1981;2,47
14;Córdoba;Córdoba;14 Córdoba;1982;2,38
14;Córdoba;Córdoba;14 Córdoba;1983;2,19
14;Córdoba;Córdoba;14 Córdoba;1984;2,14
14;Córdoba;Córdoba;14 Córdoba;1985;1,97
14;Córdoba;Córdoba;14 Córdoba;1986;1,91
14;Córdoba;Córdoba;14 Córdoba;1987;1,82
14;Córdoba;Córdoba;14 Córdoba;1988;1,79
14;Córdoba;Córdoba;14 Córdoba;1989;1,74
14;Córdoba;Córdoba;14 Córdoba;1990;1,7
14;Córdoba;Córdoba;14 Córdoba;1991;1,64
14;Córdoba;Córdoba;14 Córdoba;1992;1,65
14;Córdoba;Córdoba;14 Córdoba;1993;1,57
14;Córdoba;Córdoba;14 Córdoba;1994;1,48
14;Córdoba;Córdoba;14 Córdoba;1995;1,37
14;Córdoba;Córdoba;14 Córdoba;1996;1,33
14;Córdoba;Córdoba;14 Córdoba;1997;1,33
14;Córdoba;Córdoba;14 Córdoba;1998;1,34
14;Córdoba;Córdoba;14 Córdoba;1999;1,32
14;Córdoba;Córdoba;14 Córdoba;2000;1,34
14;Córdoba;Córdoba;14 Córdoba;2001;1,33
14;Córdoba;Córdoba;14 Córdoba;2002;1,34
14;Córdoba;Córdoba;14 Córdoba;2003;1,39
14;Córdoba;Córdoba;14 Córdoba;2004;1,38
14;Córdoba;Córdoba;14 Córdoba;2005;1,41
14;Córdoba;Córdoba;14 Córdoba;2006;1,47
14;Córdoba;Córdoba;14 Córdoba;2007;1,43
14;Córdoba;Córdoba;14 Córdoba;2008;1,5
14;Córdoba;Córdoba;14 Córdoba;2009;1,44
14;Córdoba;Córdoba;14 Córdoba;2010;1,39
14;Córdoba;Córdoba;14 Córdoba;2011;1,41
14;Córdoba;Córdoba;14 Córdoba;2012;1,36
14;Córdoba;Córdoba;14 Córdoba;2013;1,32
14;Córdoba;Córdoba;14 Córdoba;2014;1,35
14;Córdoba;Córdoba;14 Córdoba;2015;1,37
14;Córdoba;Córdoba;14 Córdoba;2016;1,37
14;Córdoba;Córdoba;14 Córdoba;2017;1,32
14;Córdoba;Córdoba;14 Córdoba;2018;1,29
14;Córdoba;Córdoba;14 Córdoba;2019;1,26
14;Córdoba;Córdoba;14 Córdoba;2020;1,21
15;Coruña, A;La Coruña;15 Coruña, A;1975;2,43
15;Coruña, A;La Coruña;15 Coruña, A;1976;2,46
15;Coruña, A;La Coruña;15 Coruña, A;1977;2,41
15;Coruña, A;La Coruña;15 Coruña, A;1978;2,41
15;Coruña, A;La Coruña;15 Coruña, A;1979;2,21
15;Coruña, A;La Coruña;15 Coruña, A;1980;2,05
15;Coruña, A;La Coruña;15 Coruña, A;1981;1,97
15;Coruña, A;La Coruña;15 Coruña, A;1982;1,85
15;Coruña, A;La Coruña;15 Coruña, A;1983;1,7
15;Coruña, A;La Coruña;15 Coruña, A;1984;1,61
15;Coruña, A;La Coruña;15 Coruña, A;1985;1,47
15;Coruña, A;La Coruña;15 Coruña, A;1986;1,32
15;Coruña, A;La Coruña;15 Coruña, A;1987;1,34
15;Coruña, A;La Coruña;15 Coruña, A;1988;1,25
15;Coruña, A;La Coruña;15 Coruña, A;1989;1,18
15;Coruña, A;La Coruña;15 Coruña, A;1990;1,14
15;Coruña, A;La Coruña;15 Coruña, A;1991;1,09
15;Coruña, A;La Coruña;15 Coruña, A;1992;1,08
15;Coruña, A;La Coruña;15 Coruña, A;1993;1,05
15;Coruña, A;La Coruña;15 Coruña, A;1994;0,95
15;Coruña, A;La Coruña;15 Coruña, A;1995;0,91
15;Coruña, A;La Coruña;15 Coruña, A;1996;0,89
15;Coruña, A;La Coruña;15 Coruña, A;1997;0,91
15;Coruña, A;La Coruña;15 Coruña, A;1998;0,9
15;Coruña, A;La Coruña;15 Coruña, A;1999;0,9
15;Coruña, A;La Coruña;15 Coruña, A;2000;0,94
15;Coruña, A;La Coruña;15 Coruña, A;2001;0,94
15;Coruña, A;La Coruña;15 Coruña, A;2002;0,92
15;Coruña, A;La Coruña;15 Coruña, A;2003;0,97
15;Coruña, A;La Coruña;15 Coruña, A;2004;0,99
15;Coruña, A;La Coruña;15 Coruña, A;2005;1,02
15;Coruña, A;La Coruña;15 Coruña, A;2006;1,04
15;Coruña, A;La Coruña;15 Coruña, A;2007;1,04
15;Coruña, A;La Coruña;15 Coruña, A;2008;1,14
15;Coruña, A;La Coruña;15 Coruña, A;2009;1,11
15;Coruña, A;La Coruña;15 Coruña, A;2010;1,1
15;Coruña, A;La Coruña;15 Coruña, A;2011;1,09
15;Coruña, A;La Coruña;15 Coruña, A;2012;1,09
15;Coruña, A;La Coruña;15 Coruña, A;2013;1,06
15;Coruña, A;La Coruña;15 Coruña, A;2014;1,06
15;Coruña, A;La Coruña;15 Coruña, A;2015;1,13
15;Coruña, A;La Coruña;15 Coruña, A;2016;1,17
15;Coruña, A;La Coruña;15 Coruña, A;2017;1,12
15;Coruña, A;La Coruña;15 Coruña, A;2018;1,06
15;Coruña, A;La Coruña;15 Coruña, A;2019;1,02
15;Coruña, A;La Coruña;15 Coruña, A;2020;1,03
16;Cuenca;Cuenca;16 Cuenca;1975;2,13
16;Cuenca;Cuenca;16 Cuenca;1976;2,2
16;Cuenca;Cuenca;16 Cuenca;1977;2,11
16;Cuenca;Cuenca;16 Cuenca;1978;2,16
16;Cuenca;Cuenca;16 Cuenca;1979;2,11
16;Cuenca;Cuenca;16 Cuenca;1980;2,17
16;Cuenca;Cuenca;16 Cuenca;1981;2,18
16;Cuenca;Cuenca;16 Cuenca;1982;2,03
16;Cuenca;Cuenca;16 Cuenca;1983;1,9
16;Cuenca;Cuenca;16 Cuenca;1984;1,8
16;Cuenca;Cuenca;16 Cuenca;1985;1,73
16;Cuenca;Cuenca;16 Cuenca;1986;1,65
16;Cuenca;Cuenca;16 Cuenca;1987;1,62
16;Cuenca;Cuenca;16 Cuenca;1988;1,49
16;Cuenca;Cuenca;16 Cuenca;1989;1,54
16;Cuenca;Cuenca;16 Cuenca;1990;1,51
16;Cuenca;Cuenca;16 Cuenca;1991;1,47
16;Cuenca;Cuenca;16 Cuenca;1992;1,43
16;Cuenca;Cuenca;16 Cuenca;1993;1,32
16;Cuenca;Cuenca;16 Cuenca;1994;1,24
16;Cuenca;Cuenca;16 Cuenca;1995;1,22
16;Cuenca;Cuenca;16 Cuenca;1996;1,19
16;Cuenca;Cuenca;16 Cuenca;1997;1,18
16;Cuenca;Cuenca;16 Cuenca;1998;1,09
16;Cuenca;Cuenca;16 Cuenca;1999;1,17
16;Cuenca;Cuenca;16 Cuenca;2000;1,18
16;Cuenca;Cuenca;16 Cuenca;2001;1,21
16;Cuenca;Cuenca;16 Cuenca;2002;1,26
16;Cuenca;Cuenca;16 Cuenca;2003;1,26
16;Cuenca;Cuenca;16 Cuenca;2004;1,23
16;Cuenca;Cuenca;16 Cuenca;2005;1,16
16;Cuenca;Cuenca;16 Cuenca;2006;1,25
16;Cuenca;Cuenca;16 Cuenca;2007;1,19
16;Cuenca;Cuenca;16 Cuenca;2008;1,33
16;Cuenca;Cuenca;16 Cuenca;2009;1,28
16;Cuenca;Cuenca;16 Cuenca;2010;1,28
16;Cuenca;Cuenca;16 Cuenca;2011;1,26
16;Cuenca;Cuenca;16 Cuenca;2012;1,18
16;Cuenca;Cuenca;16 Cuenca;2013;1,17
16;Cuenca;Cuenca;16 Cuenca;2014;1,22
16;Cuenca;Cuenca;16 Cuenca;2015;1,24
16;Cuenca;Cuenca;16 Cuenca;2016;1,26
16;Cuenca;Cuenca;16 Cuenca;2017;1,2
16;Cuenca;Cuenca;16 Cuenca;2018;1,15
16;Cuenca;Cuenca;16 Cuenca;2019;1,24
16;Cuenca;Cuenca;16 Cuenca;2020;1,06
17;Girona;Girona;17 Girona;1975;2,73
17;Girona;Girona;17 Girona;1976;2,71
17;Girona;Girona;17 Girona;1977;2,63
17;Girona;Girona;17 Girona;1978;2,57
17;Girona;Girona;17 Girona;1979;2,47
17;Girona;Girona;17 Girona;1980;2,19
17;Girona;Girona;17 Girona;1981;1,89
17;Girona;Girona;17 Girona;1982;1,81
17;Girona;Girona;17 Girona;1983;1,67
17;Girona;Girona;17 Girona;1984;1,55
17;Girona;Girona;17 Girona;1985;1,53
17;Girona;Girona;17 Girona;1986;1,42
17;Girona;Girona;17 Girona;1987;1,38
17;Girona;Girona;17 Girona;1988;1,39
17;Girona;Girona;17 Girona;1989;1,36
17;Girona;Girona;17 Girona;1990;1,38
17;Girona;Girona;17 Girona;1991;1,37
17;Girona;Girona;17 Girona;1992;1,38
17;Girona;Girona;17 Girona;1993;1,32
17;Girona;Girona;17 Girona;1994;1,26
17;Girona;Girona;17 Girona;1995;1,19
17;Girona;Girona;17 Girona;1996;1,23
17;Girona;Girona;17 Girona;1997;1,25
17;Girona;Girona;17 Girona;1998;1,23
17;Girona;Girona;17 Girona;1999;1,22
17;Girona;Girona;17 Girona;2000;1,34
17;Girona;Girona;17 Girona;2001;1,36
17;Girona;Girona;17 Girona;2002;1,38
17;Girona;Girona;17 Girona;2003;1,49
17;Girona;Girona;17 Girona;2004;1,52
17;Girona;Girona;17 Girona;2005;1,49
17;Girona;Girona;17 Girona;2006;1,6
17;Girona;Girona;17 Girona;2007;1,54
17;Girona;Girona;17 Girona;2008;1,67
17;Girona;Girona;17 Girona;2009;1,61
17;Girona;Girona;17 Girona;2010;1,61
17;Girona;Girona;17 Girona;2011;1,55
17;Girona;Girona;17 Girona;2012;1,49
17;Girona;Girona;17 Girona;2013;1,46
17;Girona;Girona;17 Girona;2014;1,49
17;Girona;Girona;17 Girona;2015;1,55
17;Girona;Girona;17 Girona;2016;1,52
17;Girona;Girona;17 Girona;2017;1,5
17;Girona;Girona;17 Girona;2018;1,46
17;Girona;Girona;17 Girona;2019;1,4
17;Girona;Girona;17 Girona;2020;1,37
18;Granada;Granada;18 Granada;1975;2,9
18;Granada;Granada;18 Granada;1976;2,89
18;Granada;Granada;18 Granada;1977;2,83
18;Granada;Granada;18 Granada;1978;2,79
18;Granada;Granada;18 Granada;1979;2,71
18;Granada;Granada;18 Granada;1980;2,61
18;Granada;Granada;18 Granada;1981;2,41
18;Granada;Granada;18 Granada;1982;2,32
18;Granada;Granada;18 Granada;1983;2,16
18;Granada;Granada;18 Granada;1984;2,08
18;Granada;Granada;18 Granada;1985;1,97
18;Granada;Granada;18 Granada;1986;1,87
18;Granada;Granada;18 Granada;1987;1,82
18;Granada;Granada;18 Granada;1988;1,74
18;Granada;Granada;18 Granada;1989;1,68
18;Granada;Granada;18 Granada;1990;1,66
18;Granada;Granada;18 Granada;1991;1,65
18;Granada;Granada;18 Granada;1992;1,58
18;Granada;Granada;18 Granada;1993;1,51
18;Granada;Granada;18 Granada;1994;1,42
18;Granada;Granada;18 Granada;1995;1,41
18;Granada;Granada;18 Granada;1996;1,37
18;Granada;Granada;18 Granada;1997;1,34
18;Granada;Granada;18 Granada;1998;1,31
18;Granada;Granada;18 Granada;1999;1,3
18;Granada;Granada;18 Granada;2000;1,34
18;Granada;Granada;18 Granada;2001;1,35
18;Granada;Granada;18 Granada;2002;1,31
18;Granada;Granada;18 Granada;2003;1,38
18;Granada;Granada;18 Granada;2004;1,43
18;Granada;Granada;18 Granada;2005;1,44
18;Granada;Granada;18 Granada;2006;1,48
18;Granada;Granada;18 Granada;2007;1,52
18;Granada;Granada;18 Granada;2008;1,54
18;Granada;Granada;18 Granada;2009;1,42
18;Granada;Granada;18 Granada;2010;1,38
18;Granada;Granada;18 Granada;2011;1,37
18;Granada;Granada;18 Granada;2012;1,37
18;Granada;Granada;18 Granada;2013;1,28
18;Granada;Granada;18 Granada;2014;1,34
18;Granada;Granada;18 Granada;2015;1,39
18;Granada;Granada;18 Granada;2016;1,43
18;Granada;Granada;18 Granada;2017;1,35
18;Granada;Granada;18 Granada;2018;1,28
18;Granada;Granada;18 Granada;2019;1,34
18;Granada;Granada;18 Granada;2020;1,24
19;Guadalajara;Guadalajara;19 Guadalajara;1975;2,26
19;Guadalajara;Guadalajara;19 Guadalajara;1976;2,37
19;Guadalajara;Guadalajara;19 Guadalajara;1977;2,32
19;Guadalajara;Guadalajara;19 Guadalajara;1978;2,27
19;Guadalajara;Guadalajara;19 Guadalajara;1979;2,22
19;Guadalajara;Guadalajara;19 Guadalajara;1980;2,15
19;Guadalajara;Guadalajara;19 Guadalajara;1981;2,02
19;Guadalajara;Guadalajara;19 Guadalajara;1982;1,93
19;Guadalajara;Guadalajara;19 Guadalajara;1983;1,94
19;Guadalajara;Guadalajara;19 Guadalajara;1984;1,67
19;Guadalajara;Guadalajara;19 Guadalajara;1985;1,53
19;Guadalajara;Guadalajara;19 Guadalajara;1986;1,6
19;Guadalajara;Guadalajara;19 Guadalajara;1987;1,49
19;Guadalajara;Guadalajara;19 Guadalajara;1988;1,49
19;Guadalajara;Guadalajara;19 Guadalajara;1989;1,32
19;Guadalajara;Guadalajara;19 Guadalajara;1990;1,27
19;Guadalajara;Guadalajara;19 Guadalajara;1991;1,29
19;Guadalajara;Guadalajara;19 Guadalajara;1992;1,33
19;Guadalajara;Guadalajara;19 Guadalajara;1993;1,23
19;Guadalajara;Guadalajara;19 Guadalajara;1994;1,17
19;Guadalajara;Guadalajara;19 Guadalajara;1995;1,19
19;Guadalajara;Guadalajara;19 Guadalajara;1996;1,17
19;Guadalajara;Guadalajara;19 Guadalajara;1997;1,16
19;Guadalajara;Guadalajara;19 Guadalajara;1998;1,15
19;Guadalajara;Guadalajara;19 Guadalajara;1999;1,22
19;Guadalajara;Guadalajara;19 Guadalajara;2000;1,34
19;Guadalajara;Guadalajara;19 Guadalajara;2001;1,29
19;Guadalajara;Guadalajara;19 Guadalajara;2002;1,36
19;Guadalajara;Guadalajara;19 Guadalajara;2003;1,45
19;Guadalajara;Guadalajara;19 Guadalajara;2004;1,42
19;Guadalajara;Guadalajara;19 Guadalajara;2005;1,38
19;Guadalajara;Guadalajara;19 Guadalajara;2006;1,52
19;Guadalajara;Guadalajara;19 Guadalajara;2007;1,5
19;Guadalajara;Guadalajara;19 Guadalajara;2008;1,59
19;Guadalajara;Guadalajara;19 Guadalajara;2009;1,54
19;Guadalajara;Guadalajara;19 Guadalajara;2010;1,52
19;Guadalajara;Guadalajara;19 Guadalajara;2011;1,45
19;Guadalajara;Guadalajara;19 Guadalajara;2012;1,4
19;Guadalajara;Guadalajara;19 Guadalajara;2013;1,31
19;Guadalajara;Guadalajara;19 Guadalajara;2014;1,29
19;Guadalajara;Guadalajara;19 Guadalajara;2015;1,36
19;Guadalajara;Guadalajara;19 Guadalajara;2016;1,35
19;Guadalajara;Guadalajara;19 Guadalajara;2017;1,3
19;Guadalajara;Guadalajara;19 Guadalajara;2018;1,29
19;Guadalajara;Guadalajara;19 Guadalajara;2019;1,29
19;Guadalajara;Guadalajara;19 Guadalajara;2020;1,23
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1975;2,67
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1976;2,78
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1977;2,56
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1978;2,27
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1979;1,88
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1980;1,67
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1981;1,61
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1982;1,59
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1983;1,46
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1984;1,34
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1985;1,23
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1986;1,25
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1987;1,13
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1988;1,1
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1989;1,08
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1990;1,02
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1991;1,02
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1992;1,03
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1993;1,01
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1994;0,98
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1995;0,99
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1996;1,03
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1997;1,07
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1998;1,04
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;1999;1,09
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;2000;1,12
20;Gipuzkoa;Guipúzcoa;20 Gipuzkoa;2001;1,16
